Time:                        Temperature (C):   Altitude (m):       Pressure (psi):     Velocity (kts):         Attitude (deg):      
2009:01:20:01:45:44:379		-139.91838	 	  	43908.52239	 		56.73996	 		258.63894	 	 	 	5.98763	 	 	 	
2009:01:20:01:45:44:410		-52.42027	 	  	26969.57102	 		58.51654	 		364.48254	 	 	 	9.56255	 	 	 	
2009:01:20:01:45:44:629		-130.49729	 	  	45176.36368	 		59.37458	 		320.60821	 	 	 	6.40897	 	 	 	
2009:01:20:01:45:44:660		-45.39895	 	  	29585.40323	 		58.79048	 		411.11962	 	 	 	9.59910	 	 	 	
2009:01:20:01:45:44:879		-126.54388	 	  	45760.19097	 		60.85111	 		356.09949	 	 	 	6.75670	 	 	 	
2009:01:20:01:45:44:910		-37.39728	 	  	29710.04459	 		58.92965	 		440.54971	 	 	 	9.87173	 	 	 	
2009:01:20:01:45:45:129		-123.19309	 	  	47068.03580	 		62.19545	 		391.97626	 	 	 	7.77981	 	 	 	
2009:01:20:01:45:45:160		-33.89788	 	  	30682.78907	 		59.53525	 		448.48449	 	 	 	9.90657	 	 	 	
2009:01:20:01:45:45:379		-122.56302	 	  	48961.57863	 		62.97866	 		394.60023	 	 	 	8.57331	 	 	 	
2009:01:20:01:45:45:410		-32.31719	 	  	31048.34572	 		59.89045	 		473.85840	 	 	 	10.37623	 	 	 	
2009:01:20:01:45:45:629		-116.11508	 	  	49817.33860	 		63.49149	 		419.77399	 	 	 	8.70786	 	 	 	
2009:01:20:01:45:45:660		-24.75952	 	  	32047.64471	 		60.73088	 		481.59226	 	 	 	10.67149	 	 	 	
2009:01:20:01:45:45:879		-109.33271	 	  	52310.07115	 		64.79866	 		458.25543	 	 	 	8.93456	 	 	 	
2009:01:20:01:45:45:910		-18.32103	 	  	32815.95047	 		60.78193	 		484.32053	 	 	 	11.06845	 	 	 	
2009:01:20:01:45:46:129		-104.38498	 	  	53037.61001	 		65.70431	 		468.91165	 	 	 	9.22267	 	 	 	
2009:01:20:01:45:46:160		-14.07572	 	  	35239.18632	 		60.96974	 		487.71023	 	 	 	11.27448	 	 	 	
2009:01:20:01:45:46:379		-103.36198	 	  	56093.42031	 		66.13111	 		487.27214	 	 	 	9.51834	 	 	 	
2009:01:20:01:45:46:410		-12.09797	 	  	36030.28676	 		61.90040	 		487.79995	 	 	 	11.39723	 	 	 	
2009:01:20:01:45:46:629		-100.2249	 	  	60593.09403	 		67.77098	 		501.71567	 	 	 	10.07890	 	 	 	
2009:01:20:01:45:46:660		-6.03988	 	  	37728.41231	 		62.28943	 		489.54085	 	 	 	11.74633	 	 	 	
2009:01:20:01:45:46:879		-98.44621	 	  	63399.92492	 		68.20325	 		510.21427	 	 	 	10.47501	 	 	 	
2009:01:20:01:45:46:910		-4.11911	 	  	40303.80925	 		62.31625	 		506.76232	 	 	 	11.81875	 	 	 	
2009:01:20:01:45:47:129		-92.4532	 	  	66818.42651	 		68.42243	 		519.53851	 	 	 	10.73866	 	 	 	
2009:01:20:01:45:47:160		-1.62086	 	  	43326.87684	 		62.52982	 		507.82000	 	 	 	11.84756	 	 	 	
2009:01:20:01:45:47:379		-91.04607	 	  	67381.28187	 		68.44215	 		520.23074	 	 	 	11.34385	 	 	 	
2009:01:20:01:45:47:410		-0.70697	 	  	43959.15287	 		62.73661	 		521.20368	 	 	 	12.08791	 	 	 	
2009:01:20:01:45:47:629		-82.49981	 	  	69778.48498	 		68.94901	 		545.95409	 	 	 	11.48774	 	 	 	
2009:01:20:01:45:47:660		1.72489	 	  	45358.91113	 		63.44534	 		588.65876	 	 	 	12.12891	 	 	 	
2009:01:20:01:45:47:879		-75.48274	 	  	70489.96039	 		69.47308	 		546.38385	 	 	 	12.40873	 	 	 	
2009:01:20:01:45:47:910		2.03649	 	  	48559.58191	 		65.81324	 		606.68707	 	 	 	12.69223	 	 	 	
2009:01:20:01:45:48:129		-64.23355	 	  	71744.79089	 		69.53433	 		564.04485	 	 	 	12.79357	 	 	 	
2009:01:20:01:45:48:160		8.57607	 	  	51368.10910	 		65.82139	 		607.95789	 	 	 	12.74361	 	 	 	
2009:01:20:01:45:48:379		-56.59403	 	  	72153.99265	 		69.61355	 		630.99802	 	 	 	13.38895	 	 	 	
2009:01:20:01:45:48:410		8.88404	 	  	51829.16856	 		67.09262	 		634.05382	 	 	 	13.27938	 	 	 	
2009:01:20:01:45:48:629		-54.77518	 	  	74133.08309	 		71.19311	 		653.03697	 	 	 	13.96034	 	 	 	
2009:01:20:01:45:48:660		11.78981	 	  	52287.70409	 		67.30402	 		639.23944	 	 	 	13.38854	 	 	 	
2009:01:20:01:45:48:879		-48.54335	 	  	76846.03283	 		72.18629	 		677.53356	 	 	 	15.25329	 	 	 	
2009:01:20:01:45:48:910		19.40305	 	  	55261.29013	 		68.77500	 		650.77820	 	 	 	13.78924	 	 	 	
2009:01:20:01:45:49:129		-46.40395	 	  	79425.20865	 		73.02414	 		683.33678	 	 	 	15.50513	 	 	 	
2009:01:20:01:45:49:160		29.7887	 	  	58460.37261	 		69.39847	 		688.89554	 	 	 	14.16516	 	 	 	
2009:01:20:01:45:49:379		-41.67009	 	  	79677.23668	 		73.02828	 		687.84851	 	 	 	15.63759	 	 	 	
2009:01:20:01:45:49:410		37.19534	 	  	62299.54006	 		69.42186	 		730.82348	 	 	 	14.51958	 	 	 	
2009:01:20:01:45:49:629		-38.40048	 	  	81017.55120	 		74.21555	 		715.24084	 	 	 	15.72435	 	 	 	
2009:01:20:01:45:49:660		37.83481	 	  	68663.62114	 		69.66570	 		768.26847	 	 	 	15.07363	 	 	 	
2009:01:20:01:45:49:879		-36.94091	 	  	82598.91546	 		74.80749	 		726.90632	 	 	 	15.77503	 	 	 	
2009:01:20:01:45:49:910		50.62215	 	  	69367.98477	 		71.39101	 		770.22908	 	 	 	16.14273	 	 	 	
2009:01:20:01:45:50:129		-33.77131	 	  	86367.35010	 		74.84869	 		739.70538	 	 	 	15.96124	 	 	 	
2009:01:20:01:45:50:160		50.64124	 	  	71187.98146	 		71.51887	 		809.31595	 	 	 	16.48204	 	 	 	
2009:01:20:01:45:50:379		-24.40365	 	  	86694.57223	 		75.14350	 		744.00867	 	 	 	16.35163	 	 	 	
2009:01:20:01:45:50:410		51.06463	 	  	72942.91336	 		71.53278	 		837.78175	 	 	 	16.61820	 	 	 	
2009:01:20:01:45:50:629		-7.12771	 	  	86825.34009	 		75.25289	 		747.73229	 	 	 	17.07447	 	 	 	
2009:01:20:01:45:50:660		62.35055	 	  	79463.47467	 		72.21323	 		845.83916	 	 	 	16.96464	 	 	 	
2009:01:20:01:45:50:879		-6.82659	 	  	86996.45025	 		75.77635	 		779.14430	 	 	 	17.15049	 	 	 	
2009:01:20:01:45:50:910		62.84524	 	  	79907.74408	 		72.83606	 		863.03790	 	 	 	17.19263	 	 	 	
2009:01:20:01:45:51:129		-2.89833	 	  	87649.42904	 		76.08582	 		805.58285	 	 	 	17.18614	 	 	 	
2009:01:20:01:45:51:160		63.18736	 	  	82572.41211	 		74.02411	 		870.04476	 	 	 	17.36194	 	 	 	
2009:01:20:01:45:51:395		6.12255	 	  	88167.59532	 		76.33020	 		808.54953	 	 	 	17.40459	 	 	 	
2009:01:20:01:45:51:410		63.82482	 	  	83514.35199	 		74.71673	 		885.30147	 	 	 	17.49342	 	 	 	
2009:01:20:01:45:51:645		20.20411	 	  	89464.99363	 		77.00828	 		812.95993	 	 	 	17.40953	 	 	 	
2009:01:20:01:45:51:660		65.88382	 	  	88658.56666	 		77.77517	 		902.83448	 	 	 	17.53693	 	 	 	
2009:01:20:01:45:51:895		25.93041	 	  	90999.80410	 		77.28285	 		837.45411	 	 	 	17.47614	 	 	 	
2009:01:20:01:45:51:910		66.62568	 	  	90034.68660	 		78.11574	 		910.17288	 	 	 	18.69943	 	 	 	
2009:01:20:01:45:52:145		26.43155	 	  	94503.71035	 		78.50409	 		854.85126	 	 	 	17.48090	 	 	 	
2009:01:20:01:45:52:160		75.67882	 	  	93760.91698	 		78.43849	 		955.96255	 	 	 	18.89532	 	 	 	
2009:01:20:01:45:52:395		40.6094	 	  	94579.60636	 		78.77760	 		885.42779	 	 	 	18.05517	 	 	 	
2009:01:20:01:45:52:410		75.86362	 	  	94647.53047	 		79.63122	 		974.70666	 	 	 	19.57397	 	 	 	
2009:01:20:01:45:52:645		43.44874	 	  	97864.46330	 		79.37653	 		891.77426	 	 	 	18.90180	 	 	 	
2009:01:20:01:45:52:895		44.30693	 	  	98392.64669	 		79.49657	 		897.87382	 	 	 	19.59943	 	 	 	
2009:01:20:01:45:53:145		68.1559	 	  	99054.71727	 		79.57412	 		929.13098	 	 	 	19.60061	 	 	 	
2009:01:20:01:45:53:395		70.81502	 	  	99288.81221	 		79.64665	 		963.66495	 	 	 	19.98606	 	 	 	
